,상호명,지점명,상권업종대분류명,상권업종중분류명,시도명,시군구명,행정동명,위도,경도
409,이디야커피,압구정점,음식,커피점/카페,서울특별시,강남구,신사동,37.5247773979386,127.026880489664
410,이디야커피,,음식,커피점/카페,서울특별시,서초구,양재1동,37.4564522904265,127.016237425148
411,이디야커피,양원남부점,음식,커피점/카페,서울특별시,중랑구,망우본동,37.6030839819607,127.107402788622
412,이디야커피,구로하이엔드점,음식,커피점/카페,서울특별시,구로구,구로3동,37.4816050678561,126.89346712375
413,이디야커피,응암오거리점,음식,커피점/카페,서울특별시,은평구,응암3동,37.5908952199753,126.917113052516
414,이디야커피,곰달래점,음식,커피점/카페,서울특별시,강서구,화곡1동,37.5299505499559,126.838570814992
415,이디야커피애오개역점,애오개역점,음식,커피점/카페,서울특별시,마포구,공덕동,37.5525082273898,126.956827025172
416,이디야커피,성동구청점,음식,커피점/카페,서울특별시,성동구,왕십리도선동,37.563685418773,127.035758226071
417,이디야에스프레소,,음식,커피점/카페,서울특별시,중구,소공동,37.5623047513967,126.974563036541
418,이디야커피,신림신화교점,음식,커피점/카페,서울특별시,관악구,서림동,37.4755188252008,126.93617965267
419,이디야커피,강남율현점,음식,커피점/카페,서울특별시,강남구,세곡동,37.473542663694,127.107837667381
420,이디야커피,목동아델리체점,음식,커피점/카페,서울특별시,양천구,신정3동,37.5204071233706,126.851320869
421,이디야커피,대림1동점,음식,커피점/카페,서울특별시,영등포구,대림1동,37.4964243787791,126.902815835668
422,이디야커피,가오리역점,음식,커피점/카페,서울특별시,강북구,인수동,37.6405894824869,127.016148512584
423,이디야커피,석수푸르지오점,음식,커피점/카페,서울특별시,금천구,시흥3동,37.434099285099,126.904822349538
424,이디야커피,영등포KNK점,음식,커피점/카페,서울특별시,영등포구,영등포동,37.5267938559411,126.904249212324
425,이디야커피,양원역점,음식,커피점/카페,서울특별시,중랑구,망우본동,37.6075960931043,127.107122352317
426,이디야커피,구로궁동점,음식,커피점/카페,서울특별시,구로구,수궁동,37.4977647056597,126.829366343397
427,이디야커피,면목경남아너스빌점,음식,커피점/카페,서울특별시,중랑구,면목4동,37.5742602308787,127.080497639822
428,이디야커피,창동하나로마트점,음식,커피점/카페,서울특별시,도봉구,창4동,37.6551008385145,127.050817590545
429,이디야커피,창동제일점,음식,커피점/카페,서울특별시,도봉구,창4동,37.6488345743418,127.052551837855
430,이디야커피,중랑경찰서점,음식,커피점/카페,서울특별시,중랑구,신내1동,37.6180045167452,127.104924966538
431,이디야커피,신사동고개삼거리점,음식,커피점/카페,서울특별시,은평구,신사1동,37.5980994949068,126.909829036491
432,이디야커피,화곡본동시장점,음식,커피점/카페,서울특별시,강서구,화곡본동,37.5422152230714,126.844242144004
433,이디야커피,장한평군자초교점,음식,커피점/카페,서울특별시,동대문구,장안1동,37.5628287896949,127.061395678194
