,상호명,지점명,상권업종대분류명,상권업종중분류명,시도명,시군구명,행정동명,위도,경도
114,스타벅스,강북삼성병원점,음식,커피점/카페,서울특별시,종로구,교남동,37.5688594066443,126.967794421205
115,스타벅스외대점,외대점,음식,커피점/카페,서울특별시,동대문구,이문1동,37.5957258221365,127.061378960488
116,스타벅스가락시장역점,가락시장역점,음식,커피점/카페,서울특별시,송파구,가락본동,37.4944057821458,127.121533304074
117,스타벅스,경기빌딩점,음식,커피점/카페,서울특별시,중구,명동,37.5668668840396,126.983227937665
118,스타벅스,어린이대공원역점,음식,커피점/카페,서울특별시,광진구,군자동,37.5519357921256,127.076335535529
119,스타벅스,홍대역점,음식,커피점/카페,서울특별시,마포구,서교동,37.5572017356505,126.923599454067
120,스타벅스,광나루역점,음식,커피점/카페,서울특별시,광진구,광장동,37.544130344049,127.102911969818
121,스타벅스,서울역서부점,음식,커피점/카페,서울특별시,용산구,청파동,37.5549350413244,126.968450546245
122,스타벅스광화문역점,광화문역점,음식,커피점/카페,서울특별시,종로구,종로1.2.3.4가동,37.5709832679583,126.978892919429
123,스타벅스,숭례문북창점,음식,커피점/카페,서울특별시,중구,소공동,37.5616132396592,126.976904195235
124,스타벅스,공릉DT점,음식,커피점/카페,서울특별시,노원구,공릉1동,37.6207409324912,127.074204887635
125,스타벅스,가재울뉴타운점,음식,커피점/카페,서울특별시,서대문구,남가좌1동,37.5743677926814,126.917827900867
126,스타벅스,을지로입구역점,음식,커피점/카페,서울특별시,중구,명동,37.5656331860355,126.983312623474
127,스타벅스,발산역사거리점,음식,커피점/카페,서울특별시,강서구,발산1동,37.5583958757282,126.834881086299
128,스타벅스,국립중앙의료원점,음식,커피점/카페,서울특별시,중구,광희동,37.5665491886796,127.006233687749
129,스타벅스연세백양로점,연세백양로점,음식,커피점/카페,서울특별시,서대문구,신촌동,37.5638006863037,126.942916817516
130,스타벅스,월계역점,음식,커피점/카페,서울특별시,노원구,월계2동,37.6301435460372,127.056607144993
131,스타벅스,상계초교사거리점,음식,커피점/카페,서울특별시,노원구,상계2동,37.6566580466864,127.066426425469
132,스타벅스명동역점,명동역점,음식,커피점/카페,서울특별시,중구,명동,37.5608556864363,126.983083260827
133,스타벅스,목동트라팰리스점,음식,커피점/카페,서울특별시,양천구,목1동,37.5260779264084,126.870342171311
134,스타벅스,미아이마트점,음식,커피점/카페,서울특별시,성북구,길음2동,37.6108425986527,127.029848971825
135,스타벅스,뉴코아반포점,음식,커피점/카페,서울특별시,서초구,반포3동,37.5092345394587,127.007423858098
136,스타벅스,남성역점,음식,커피점/카페,서울특별시,동작구,사당3동,37.4841492566326,126.972647121449
137,스타벅스,낙성대역점,음식,커피점/카페,서울특별시,관악구,낙성대동,37.477696666638,126.961191878759
138,스타벅스,국기원사거리점,음식,커피점/카페,서울특별시,강남구,역삼1동,37.4995962268448,127.031663323629
139,스타벅스W-MALL점,W-MALL점,음식,커피점/카페,서울특별시,금천구,가산동,37.4773156374838,126.887662548608
140,스타벅스,목동파리공원점,음식,커피점/카페,서울특별시,양천구,목5동,37.5353314454585,126.878835760832
141,스타벅스,서강대프라자점,음식,커피점/카페,서울특별시,마포구,대흥동,37.5514936288891,126.943045399174
142,스타벅스,을지로4가역점,음식,커피점/카페,서울특별시,중구,을지로동,37.5661313217512,126.9973081179
143,스타벅스,가산그레이트점,음식,커피점/카페,서울특별시,금천구,가산동,37.4796276001816,126.887266473346
144,스타벅스,길음역점,음식,커피점/카페,서울특별시,성북구,돈암1동,37.6020109564414,127.025297770358
145,스타벅스,강동구청DT점,음식,커피점/카페,서울특별시,강동구,성내1동,37.5291853751004,127.123784387698
146,스타벅스,영등포역점,음식,커피점/카페,서울특별시,영등포구,영등포동,37.5169738990202,126.909268304123
147,스타벅스,샛강역점,음식,커피점/카페,서울특별시,영등포구,여의동,37.5182736343704,126.931195118383
148,스타벅스,창동이마트점,음식,커피점/카페,서울특별시,도봉구,창5동,37.6516255266209,127.046680114284
149,스타벅스,건대병원점,음식,커피점/카페,서울특별시,광진구,화양동,37.5412246823097,127.07204319615
150,스타벅스서초파라곤점,서초파라곤점,음식,커피점/카페,서울특별시,서초구,서초2동,37.494938817542,127.027403494967
151,스타벅스,경희궁로점,음식,커피점/카페,서울특별시,종로구,사직동,37.5717008065128,126.97228335007
152,스타벅스월드컵경기장점,월드컵경기장점,음식,커피점/카페,서울특별시,마포구,성산2동,37.5682756452677,126.897257447574
153,스타벅스,당산대로점,음식,커피점/카페,서울특별시,영등포구,당산2동,37.5331431299385,126.903918718083
154,스타벅스,영동2교점,음식,커피점/카페,서울특별시,서초구,양재1동,37.4819884081853,127.042575597088
155,스타벅스,올리브타워점,음식,커피점/카페,서울특별시,중구,소공동,37.5613448991997,126.972980242325
156,스타벅스압구정로데오역점,압구정로데오역점,음식,커피점/카페,서울특별시,강남구,청담동,37.5265378643378,127.040513119755
157,스타벅스,쌍문역점,음식,커피점/카페,서울특별시,도봉구,창1동,37.6483488366145,127.034868675382
158,스타벅스,망원역점,음식,커피점/카페,서울특별시,마포구,서교동,37.5557679688127,126.910706356566
159,스타벅스,잠실점,음식,커피점/카페,서울특별시,송파구,잠실6동,37.5174361339672,127.103446561974
160,스타벅스,압구정2점,음식,커피점/카페,서울특별시,강남구,압구정동,37.5268330299984,127.034716758462
161,스타벅스,상봉점,음식,커피점/카페,서울특별시,중랑구,상봉2동,37.597870460692,127.092505492762
162,스타벅스,역삼점,음식,커피점/카페,서울특별시,강남구,역삼1동,37.5015740906142,127.037733772702
163,스타벅스,노량진동점,음식,커피점/카페,서울특별시,동작구,노량진1동,37.5129448851168,126.946846978175
164,스타벅스,아차산역점,음식,커피점/카페,서울특별시,광진구,구의2동,37.550581501192,127.089910328874
165,스타벅스,역삼아레나빌딩점,음식,커피점/카페,서울특별시,강남구,역삼2동,37.501112636896,127.043043969229
166,스타벅스,무교동점,음식,커피점/카페,서울특별시,중구,명동,37.5676230751955,126.978972751429
167,스타벅스,사가정역점,음식,커피점/카페,서울특별시,중랑구,면목7동,37.5796252940301,127.087960567334
168,스타벅스한성대입구역점,한성대입구역점,음식,커피점/카페,서울특별시,성북구,성북동,37.5890460115547,127.004904251791
169,스타벅스,금천독산점,음식,커피점/카페,서울특별시,금천구,독산1동,37.4689563671665,126.895609328207
170,스타벅스노원케이티점,노원케이티점,음식,커피점/카페,서울특별시,노원구,상계6.7동,37.6543668305308,127.063825860056
171,스타벅스오목교역점,오목교역점,음식,커피점/카페,서울특별시,양천구,목1동,37.5239406644723,126.876766269365
172,스타벅스,태평로점,음식,커피점/카페,서울특별시,중구,소공동,37.5624861660097,126.976779068076
173,스타벅스강변역점,강변역점,음식,커피점/카페,서울특별시,광진구,구의3동,37.5358608133798,127.092578566559
174,스타벅스,송파사거리점,음식,커피점/카페,서울특별시,송파구,송파1동,37.502269334236,127.110334770409
175,스타벅스,숭례문점,음식,커피점/카페,서울특별시,중구,회현동,37.5586170363758,126.973244053454
176,스타벅스,서교점,음식,커피점/카페,서울특별시,마포구,서교동,37.5513738575528,126.91690425281
177,스타벅스,영등포본동점,음식,커피점/카페,서울특별시,영등포구,영등포동,37.518670766386,126.909582972668
178,스타벅스가산디지털단지점,가산디지털단지점,음식,커피점/카페,서울특별시,금천구,가산동,37.4799532337125,126.882626013373
179,스타벅스,강남에비뉴점,음식,커피점/카페,서울특별시,서초구,서초4동,37.502721958552,127.023886925474
180,스타벅스,오류동역점,음식,커피점/카페,서울특별시,구로구,오류1동,37.4962051540044,126.844849844365
181,스타벅스,올림픽대교북단점,음식,커피점/카페,서울특별시,광진구,구의3동,37.541152496608,127.095252872366
182,스타벅스동묘앞역점동묘앞역점,동묘앞역점,음식,커피점/카페,서울특별시,종로구,숭인2동,37.5727136114594,127.016068581604
183,스타벅스,대치대원빌딩R점,음식,커피점/카페,서울특별시,강남구,대치1동,37.494565941597,127.062646457685
184,스타벅스,써머셋팰리스,음식,커피점/카페,서울특별시,종로구,종로1.2.3.4가동,37.57500405238,126.981226721716
185,스타벅스연신내역점,연신내역점,음식,커피점/카페,서울특별시,은평구,대조동,37.6178004460527,126.920109807595
186,스타벅스,연대점,음식,커피점/카페,서울특별시,서대문구,신촌동,37.5587170195711,126.936695631183
187,스타벅스,석촌역점,음식,커피점/카페,서울특별시,송파구,석촌동,37.5042460725183,127.106013406608
188,스타벅스포스코사거리점,포스코사거리점,음식,커피점/카페,서울특별시,강남구,삼성1동,37.5075627123392,127.057428066223
189,스타벅스,강남II점,음식,커피점/카페,서울특별시,서초구,서초4동,37.5001130565393,127.025481611828
190,스타벅스,여의도알리안츠점,음식,커피점/카페,서울특별시,영등포구,여의동,37.5188107711319,126.927827696628
191,스타벅스,평창점,음식,커피점/카페,서울특별시,종로구,평창동,37.60579292442,126.966763285432
192,스타벅스,한국프레스센터점,음식,커피점/카페,서울특별시,중구,명동,37.5674151730747,126.97785493719
193,스타벅스종암점,종암점,음식,커피점/카페,서울특별시,성북구,종암동,37.6011813308853,127.033983452137
194,스타벅스,선유도역점,음식,커피점/카페,서울특별시,영등포구,양평2동,37.537300079323,126.894590815571
195,스타벅스,이촌역점,음식,커피점/카페,서울특별시,용산구,한강로동,37.5237026190668,126.972331235072
196,스타벅스,대우재단빌딩점,음식,커피점/카페,서울특별시,중구,회현동,37.5565521000357,126.975139869455
197,스타벅스,독산사거리점,음식,커피점/카페,서울특별시,금천구,독산3동,37.4715797313437,126.898645735596
198,스타벅스문정역점,문정역점,음식,커피점/카페,서울특별시,송파구,문정2동,37.4845512962666,127.120744114354
199,스타벅스신설동역점,신설동역점,음식,커피점/카페,서울특별시,동대문구,용신동,37.5767024003417,127.025503231678
200,스타벅스,미아점,음식,커피점/카페,서울특별시,성북구,월곡1동,37.6076123821039,127.029301985316
201,스타벅스,화곡동점,음식,커피점/카페,서울특별시,강서구,화곡1동,37.5405548865621,126.837568986433
202,스타벅스,금천시흥점,음식,커피점/카페,서울특별시,금천구,시흥1동,37.4488707002077,126.903216919415
203,스타벅스둔촌동점,둔촌동점,음식,커피점/카페,서울특별시,강동구,성내3동,37.5227635710527,127.133928149649
204,스타벅스,마곡GMG점,음식,커피점/카페,서울특별시,강서구,가양1동,37.560391911309,126.828987013432
205,스타벅스,고대안암병원점,음식,커피점/카페,서울특별시,성북구,안암동,37.5870983380348,127.026341469346
206,스타벅스경희대삼거리점,경희대삼거리점,음식,커피점/카페,서울특별시,동대문구,회기동,37.5915602101229,127.052010174093
207,스타벅스,양평동점,음식,커피점/카페,서울특별시,영등포구,양평2동,37.5338162535295,126.896859894016
208,스타벅스,신월ICDT점,음식,커피점/카페,서울특별시,양천구,신월3동,37.5295182620174,126.832196508633
209,스타벅스,문정로데오점,음식,커피점/카페,서울특별시,송파구,가락2동,37.4918996397466,127.126233039197
210,스타벅스,잠실대교남단점,음식,커피점/카페,서울특별시,송파구,잠실6동,37.5157795174384,127.098885013703
211,스타벅스대치은마사거리점,대치은마사거리점,음식,커피점/카페,서울특별시,강남구,대치4동,37.4989974073525,127.060159533829
212,스타벅스,을지로국제빌딩점,음식,커피점/카페,서울특별시,중구,명동,37.5669754231844,126.982230332574
213,스타벅스송파방이DT점,송파방이DT점,음식,커피점/카페,서울특별시,송파구,방이1동,37.5065444620512,127.120508852575
214,스타벅스서소문배재점,서소문배재점,음식,커피점/카페,서울특별시,중구,소공동,37.562878601942,126.972166856166
215,스타벅스,상수역점,음식,커피점/카페,서울특별시,마포구,서강동,37.5475029730671,126.923207056972
216,스타벅스숙대점,숙대점,음식,커피점/카페,서울특별시,용산구,청파동,37.5445449985876,126.967303679485
217,스타벅스,신세계강남점,음식,커피점/카페,서울특별시,서초구,반포4동,37.5039300142165,127.00239321346
218,스타벅스,보라매점,음식,커피점/카페,서울특별시,관악구,보라매동,37.4918020365113,126.925364223124
219,스타벅스,,음식,커피점/카페,서울특별시,광진구,군자동,37.5516046351507,127.073170747584
220,스타벅스방화DT,,음식,커피점/카페,서울특별시,강서구,방화1동,37.5744392795603,126.816370981046
221,스타벅스,여의도화재보험,음식,커피점/카페,서울특별시,영등포구,여의동,37.5213799889039,126.925980898343
222,스타벅스강동역점,강동역점,음식,커피점/카페,서울특별시,강동구,천호3동,37.5365615358794,127.133078371911
223,스타벅스,연세세브란스점,음식,커피점/카페,서울특별시,중구,회현동,37.5570884974281,126.973615890497
224,스타벅스종로3가점,종로3가점,음식,커피점/카페,서울특별시,종로구,종로1.2.3.4가동,37.5705850186896,126.990207240455
225,스타벅스청계산입구역점,청계산입구역점,음식,커피점/카페,서울특별시,서초구,내곡동,37.4472723955747,127.056252426389
226,스타벅스,대치삼성프라자점,음식,커피점/카페,서울특별시,강남구,대치2동,37.5004576877441,127.067051442026
227,스타벅스,합정점,음식,커피점/카페,서울특별시,마포구,합정동,37.5500407049077,126.912045905558
228,스타벅스,가든파이브점,음식,커피점/카페,서울특별시,송파구,문정2동,37.4782606521025,127.119370608348
229,스타벅스가산디지털단지역점,가산디지털단지역점,음식,커피점/카페,서울특별시,금천구,가산동,37.4814335948223,126.883859005074
230,스타벅스압구정점,압구정점,음식,커피점/카페,서울특별시,강남구,압구정동,37.5263220722528,127.029541735527
231,스타벅스,염창역점,음식,커피점/카페,서울특별시,강서구,염창동,37.5472742470423,126.87452635372
232,스타벅스강남오거리점,강남오거리점,음식,커피점/카페,서울특별시,강남구,역삼1동,37.5020959446628,127.026643378379
233,스타벅스회현역점,회현역점,음식,커피점/카페,서울특별시,중구,회현동,37.5591131321314,126.980582926744
234,스타벅스명동입구점,명동입구점,음식,커피점/카페,서울특별시,중구,명동,37.5632273331076,126.982258687479
235,스타벅스약수역점,약수역점,음식,커피점/카페,서울특별시,중구,다산동,37.5554228939156,127.01071622934
236,스타벅스마포이마트점,마포이마트점,음식,커피점/카페,서울특별시,마포구,공덕동,37.5424217910583,126.953346488998
237,스타벅스,신촌오거리점,음식,커피점/카페,서울특별시,마포구,서교동,37.5551666257155,126.934663601496
238,스타벅스,현대디큐브B2점,음식,커피점/카페,서울특별시,구로구,신도림동,37.5080580382841,126.888484621418
239,스타벅스새문안로점,새문안로점,음식,커피점/카페,서울특별시,종로구,사직동,37.5697229770514,126.974868861844
240,스타벅스숭실대입구역점,숭실대입구역점,음식,커피점/카페,서울특별시,동작구,상도1동,37.4968681980081,126.952704694419
241,스타벅스,영등포신길DT점,음식,커피점/카페,서울특별시,영등포구,신길3동,37.5045648097649,126.910059618499
